Designator,Mid X,Mid Y,Rotation,Layer
J1,171.888642,-60.438642,180.0,bottom
J2,171.888642,-77.538642,180.0,bottom
J3,171.888642,-94.438642,180.0,bottom
J4,171.888642,-111.438642,180.0,bottom
J5,120.888642,-60.438642,180.0,bottom
J6,120.888642,-77.438642,180.0,bottom
J7,120.888642,-94.438642,180.0,bottom
J8,120.888642,-111.438642,180.0,bottom
U1,146.5,-107.5,0.0,top
