Designator,Mid X,Mid Y,Rotation,Layer
J1,122.39868,-52.82868,270.0,bottom
J10,170.39868,-101.83868,90.0,bottom
J2,122.39868,-63.82868,270.0,bottom
J3,122.39868,-74.82868,270.0,bottom
J4,122.39868,-85.82868,270.0,bottom
J5,122.39868,-96.82868,270.0,bottom
J6,170.39868,-57.83868,90.0,bottom
J7,170.39868,-68.83868,90.0,bottom
J8,170.39868,-79.83868,90.0,bottom
J9,170.39868,-90.83868,90.0,bottom
U1,146.5,-107.5,0.0,top
