Designator,Mid X,Mid Y,Rotation,Layer
J1,103.836666,-102.8275,270.0,top
J2,122.051666,-96.85,180.0,top
J3,141.106666,-96.85,180.0,top
J4,113.161666,-117.695,0.0,top
J5,132.216666,-117.695,0.0,top
J7,196.376666,-109.8125,90.0,top
JP1,140.376666,-108.5475,180.0,top
JP2,131.376666,-108.5475,180.0,top
JP3,122.376666,-108.5475,180.0,top
JP4,114.376666,-108.5475,180.0,top
U1,171.541666,-127.5925,90.0,top
U2,148.596666,-127.5925,90.0,top
