Designator,Mid X,Mid Y,Rotation,Layer
D4,148.5,-64.0,270.0,top
R1,135.95,-78.0,0.0,top
R2,130.95,-78.0,0.0,top
R3,146.0,-64.0,270.0,top
U3,137.0,-73.9375,90.0,top
U4,131.0,-73.905,0.0,top
